material_class,material_query,book,page,record_index,N,RP_RMS,RP_abs_RMS,RP_G_rho,RP_model_json,CP_family_RMS,CP_family_specific_model,CP_family_G_rho,CP_family_model_json,CP_vs_RP_log10_RMS_gain,selected_reason
lossy_transition_metal_oxide,VO2,VO2,Oguntoye-40C,3,4,0.0046049330100024,0.0343997574938954,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/VO2_VO2_Oguntoye-40C/RP_M4.json,0.0049987761625837,AnalyticalCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/VO2_VO2_Oguntoye-40C/CP_M4.json,-0.035640373452158904,both_usable_RP_lower_RMS
lossy_transition_metal_oxide,VO2,VO2,Oguntoye-40C,3,5,0.000831032473156,0.0061045262173392,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/VO2_VO2_Oguntoye-40C/RP_M5.json,0.0009317597736622,SemiCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/VO2_VO2_Oguntoye-40C/SCP_M5.json,-0.0496859625005265,both_usable_RP_lower_RMS
nitride_or_carbide,Si3N4,Si3N4,Beliaev,1,3,2.8986254346300534e-06,1.2334168762952558e-05,1.0000000558860986,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si3N4_Si3N4_Beliaev/RP_M3.json,2.922514844021781e-06,SemiCP,1.0000000273367142,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si3N4_Si3N4_Beliaev/SCP_M3.json,-0.0035646270058113266,both_usable_RP_lower_RMS
nitride_or_carbide,Si3N4,Si3N4,Beliaev,1,4,2.825423101400638e-06,1.1845176154595042e-05,1.0000000988233886,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si3N4_Si3N4_Beliaev/RP_M4.json,2.921938924804303e-06,SemiCP,1.000000168405192,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si3N4_Si3N4_Beliaev/SCP_M4.json,-0.014587642200256943,both_usable_RP_lower_RMS
nitride_or_carbide,Si3N4,Si3N4,Beliaev,1,5,0.0006336236239704,0.0027198301080515,1.000000006052386,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si3N4_Si3N4_Beliaev/RP_M5.json,0.0011774255170509,SemiCP,1.0000001236279707,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si3N4_Si3N4_Beliaev/SCP_M5.json,-0.26910208248319334,both_usable_RP_lower_RMS
nitride_or_carbide,TiN,TiN,Shkondin-800,3,4,0.0153850917284293,0.0998419417030487,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/TiN_TiN_Shkondin-800/RP_M4.json,,,,,,RP_usable_CP_unusable
semiconductor,CdTe,CdTe,Adachi,1,5,0.0053066025602807,0.050733016270678,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/CdTe_CdTe_Adachi/RP_M5.json,0.0067960115350755,SemiCP,1.000000000000001,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/CdTe_CdTe_Adachi/SCP_M5.json,-0.10743754511742745,both_usable_RP_lower_RMS
semiconductor,GaSb,GaSb,Adachi,1,5,0.0818375942691241,1.9725413078521583,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/GaSb_GaSb_Adachi/RP_M5.json,0.1430097120515094,SemiCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/GaSb_GaSb_Adachi/SCP_M5.json,-0.24241267800412322,both_usable_RP_lower_RMS
semiconductor,Ge,Ge,Ciesielski-20nm,2,5,0.0023902260628127,0.0420380238630688,1.000000000000001,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Ge_Ge_Ciesielski-20nm/RP_M5.json,,,,,,RP_usable_CP_unusable
semiconductor,Si,Si,Franta-100K,1,2,0.015835344657138,0.5429004912583988,1.0000004277116246,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-100K/RP_M2.json,0.0308661719642375,AnalyticalCP,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-100K/CP_M2.json,-0.2898552511817658,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-10K,2,2,0.0185761716235521,0.6239652744642378,1.0000001748624237,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-10K/RP_M2.json,0.032787756316544,AnalyticalCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-10K/CP_M2.json,-0.2467554838656666,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-10K,2,5,0.0026588816742808,0.0621970697577199,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-10K/RP_M5.json,0.0032684485096294,AnalyticalCP,1.0000003417419163,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-10K/CP_M5.json,-0.08964263682120428,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-150K,3,2,0.016664992390751,0.5460072301423301,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-150K/RP_M2.json,0.0700183335948723,SemiCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-150K/SCP_M2.json,-0.6234066508395505,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-150K,3,4,0.0117401470676677,0.2817119973194523,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-150K/RP_M4.json,,,,,,RP_usable_CP_unusable
semiconductor,Si,Si,Franta-200K,4,2,0.0182613354645545,0.5744328004802471,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-200K/RP_M2.json,0.0326430409602377,AnalyticalCP,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-200K/CP_M2.json,-0.25225807534300987,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-20C,5,4,0.0053415306435627,0.1300872143023698,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-20C/RP_M4.json,,,,,,RP_usable_CP_unusable
semiconductor,Si,Si,Franta-250K,6,2,0.0185941360539736,0.585003630303513,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-250K/RP_M2.json,0.0337917636118327,AnalyticalCP,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-250K/CP_M2.json,-0.259434854065299,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-250K,6,5,0.0012937632760889,0.0311226811921454,1.0000005485130183,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-250K/RP_M5.json,0.0034923430017174,AnalyticalCP,1.000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-250K/CP_M5.json,-0.431262072133561,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-25C,7,4,0.0051059324645162,0.1233373636259416,1.000000497307245,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-25C/RP_M4.json,0.0123162800872755,SemiCP,1.000000000000001,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-25C/SCP_M4.json,-0.38240449057988185,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-300K,8,4,0.0051596695222737,0.1252704826137391,1.000000371594966,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-300K/RP_M4.json,0.0054063254011775,AnalyticalCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-300K/CP_M4.json,-0.02028029600731936,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-350K,9,4,0.0037829769143021,0.0756646782081407,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-350K/RP_M4.json,0.0043979787976559,AnalyticalCP,1.0000000036504113,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-350K/CP_M4.json,-0.06541944031747562,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-400K,10,4,0.0053450741666139,0.122024522017746,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-400K/RP_M4.json,0.0076329259498451,AnalyticalCP,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-400K/CP_M4.json,-0.15473731340862099,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-400K,10,5,0.0019278995754345,0.0463969184477691,1.0000009210293062,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-400K/RP_M5.json,0.0030285541381453,AnalyticalCP,1.0000008425914235,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-400K/CP_M5.json,-0.19615093378138165,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-50K,13,2,0.0166909603786944,0.5621122925057473,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-50K/RP_M2.json,0.0302521511296822,AnalyticalCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-50K/CP_M2.json,-0.2582749351162449,both_usable_RP_lower_RMS
semiconductor,Si,Si,Franta-50K,13,3,0.0201916803622181,0.5001524406930181,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-50K/RP_M3.json,,,,,,RP_usable_CP_unusable
semiconductor,Si,Si,Franta-50K,13,5,0.0029802995939175,0.0674808013610325,1.000000000000001,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-50K/RP_M5.json,0.0030246781404311,AnalyticalCP,1.0000001965573808,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Franta-50K/CP_M5.json,-0.006419244037389983,both_usable_RP_lower_RMS
semiconductor,Si,Si,Karaman-120C,16,3,0.003690834010008,0.0749253504372737,1.0000000000000016,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Karaman-120C/RP_M3.json,0.0039263470352038,AnalyticalCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Karaman-120C/CP_M3.json,-0.02686416877328129,both_usable_RP_lower_RMS
semiconductor,Si,Si,Karaman-170C,17,3,0.0034389895933608,0.0701481982474181,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Karaman-170C/RP_M3.json,0.0036876175686004,AnalyticalCP,1.000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Karaman-170C/CP_M3.json,-0.030315013764434996,both_usable_RP_lower_RMS
semiconductor,Si,Si,Karaman-220C,19,3,0.0030989957913456,0.0635381152974286,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Karaman-220C/RP_M3.json,0.0033857464846973,AnalyticalCP,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Si_Si_Karaman-220C/CP_M3.json,-0.03843344978728907,both_usable_RP_lower_RMS
semiconductor,ZnS,ZnS,Querry,1,2,0.0086943832962949,0.0573192179847876,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/ZnS_ZnS_Querry/RP_M2.json,0.0112246999053282,AnalyticalCP,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/ZnS_ZnS_Querry/CP_M2.json,-0.11093595650859171,both_usable_RP_lower_RMS
transparent_dielectric_oxide,Al2O3,Al2O3,Zhukovsky,6,3,2.073367107307222e-06,5.573128328654745e-06,1.0000000037739183,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Al2O3_Al2O3_Zhukovsky/RP_M3.json,4.897869344963652e-06,SemiCP,1.000000002708644,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/Al2O3_Al2O3_Zhukovsky/SCP_M3.json,-0.37333099131078634,both_usable_RP_lower_RMS
transparent_dielectric_oxide,SiO2,SiO2,Gao,6,2,0.0010081414125615,0.0022486114165955,1.000000318976895,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/SiO2_SiO2_Gao/RP_M2.json,0.0011575347875225,SemiCP,1.0000001865160353,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/SiO2_SiO2_Gao/SCP_M2.json,-0.06001259667371189,both_usable_RP_lower_RMS
