old_record_key,new_record_key,status,match_rule,n_matches,all_matches,old_candidates
PbSe_PbSe_Suzuki,VISNIR_ANY_PbSe_Suzuki_0.3_1.078um,UNIQUE,middle_exact:PbSe_Suzuki,1,VISNIR_ANY_PbSe_Suzuki_0.3_1.078um,PbSe_PbSe_Suzuki;PbSe_Suzuki
Pd_Pd_Johnson,VISNIR_ANY_Pd_Johnson_0.3_1.1um,UNIQUE,middle_exact:Pd_Johnson,1,VISNIR_ANY_Pd_Johnson_0.3_1.1um,Pd_Pd_Johnson;Pd_Johnson
Pd_Pd_Palm,VISNIR_ANY_Pd_Palm_0.3_1.1um,UNIQUE,middle_exact:Pd_Palm,1,VISNIR_ANY_Pd_Palm_0.3_1.1um,Pd_Pd_Palm;Pd_Palm
Pd_Pd_Rakic-BB,VISNIR_ANY_Pd_Rakic-BB_0.3_1.1um,UNIQUE,middle_exact:Pd_Rakic-BB,1,VISNIR_ANY_Pd_Rakic-BB_0.3_1.1um,Pd_Pd_Rakic-BB;Pd_Rakic-BB
Pd_Pd_Rakic-LD,VISNIR_ANY_Pd_Rakic-LD_0.3_1.1um,UNIQUE,middle_exact:Pd_Rakic-LD,1,VISNIR_ANY_Pd_Rakic-LD_0.3_1.1um,Pd_Pd_Rakic-LD;Pd_Rakic-LD
Pd_Pd_Werner,VISNIR_ANY_Pd_Werner_0.3_1.1um,UNIQUE,middle_exact:Pd_Werner,1,VISNIR_ANY_Pd_Werner_0.3_1.1um,Pd_Pd_Werner;Pd_Werner
Pd_Pd_Werner-DFT,VISNIR_ANY_Pd_Werner-DFT_0.3_1.1um,UNIQUE,middle_exact:Pd_Werner-DFT,1,VISNIR_ANY_Pd_Werner-DFT_0.3_1.1um,Pd_Pd_Werner-DFT;Pd_Werner-DFT
Pt_Pt_Rakic-BB,VISNIR_ANY_Pt_Rakic-BB_0.3_1.1um,UNIQUE,middle_exact:Pt_Rakic-BB,1,VISNIR_ANY_Pt_Rakic-BB_0.3_1.1um,Pt_Pt_Rakic-BB;Pt_Rakic-BB
Pt_Pt_Rakic-LD,VISNIR_ANY_Pt_Rakic-LD_0.3_1.1um,UNIQUE,middle_exact:Pt_Rakic-LD,1,VISNIR_ANY_Pt_Rakic-LD_0.3_1.1um,Pt_Pt_Rakic-LD;Pt_Rakic-LD
Pt_Pt_Tselin,VISNIR_ANY_Pt_Tselin_0.3_1.1um,UNIQUE,middle_exact:Pt_Tselin,1,VISNIR_ANY_Pt_Tselin_0.3_1.1um,Pt_Pt_Tselin;Pt_Tselin
Pt_Pt_Werner,VISNIR_ANY_Pt_Werner_0.3_1.1um,UNIQUE,middle_exact:Pt_Werner,1,VISNIR_ANY_Pt_Werner_0.3_1.1um,Pt_Pt_Werner;Pt_Werner
Pt_Pt_Werner-DFT,VISNIR_ANY_Pt_Werner-DFT_0.3_1.1um,UNIQUE,middle_exact:Pt_Werner-DFT,1,VISNIR_ANY_Pt_Werner-DFT_0.3_1.1um,Pt_Pt_Werner-DFT;Pt_Werner-DFT
Sc2O3_Sc2O3_Belosludtsev,VISNIR_ANY_Sc2O3_Belosludtsev_0.3_1.1um,UNIQUE,middle_exact:Sc2O3_Belosludtsev,1,VISNIR_ANY_Sc2O3_Belosludtsev_0.3_1.1um,Sc2O3_Sc2O3_Belosludtsev;Sc2O3_Belosludtsev
Si3N4_Si3N4_Beliaev,VISNIR_ANY_Si3N4_Beliaev_0.3_1.1um,UNIQUE,middle_exact:Si3N4_Beliaev,1,VISNIR_ANY_Si3N4_Beliaev_0.3_1.1um,Si3N4_Si3N4_Beliaev;Si3N4_Beliaev
Si3N4_Si3N4_Vogt-1,VISNIR_ANY_Si3N4_Vogt-1_0.3_1.1um,UNIQUE,middle_exact:Si3N4_Vogt-1,1,VISNIR_ANY_Si3N4_Vogt-1_0.3_1.1um,Si3N4_Si3N4_Vogt-1;Si3N4_Vogt-1
Si3N4_Si3N4_Vogt-2,VISNIR_ANY_Si3N4_Vogt-2_0.3_1.1um,UNIQUE,middle_exact:Si3N4_Vogt-2,1,VISNIR_ANY_Si3N4_Vogt-2_0.3_1.1um,Si3N4_Si3N4_Vogt-2;Si3N4_Vogt-2
Si3N4_Si3N4_Vogt-3,VISNIR_ANY_Si3N4_Vogt-3_0.3_1.1um,UNIQUE,middle_exact:Si3N4_Vogt-3,1,VISNIR_ANY_Si3N4_Vogt-3_0.3_1.1um,Si3N4_Si3N4_Vogt-3;Si3N4_Vogt-3
SiC_SiC_Larruquert,VISNIR_ANY_SiC_Larruquert_0.3_1.1um,UNIQUE,middle_exact:SiC_Larruquert,1,VISNIR_ANY_SiC_Larruquert_0.3_1.1um,SiC_SiC_Larruquert;SiC_Larruquert
SiO2_SiO2_Franta,VISNIR_ANY_SiO2_Franta_0.3_1.1um,UNIQUE,middle_exact:SiO2_Franta,1,VISNIR_ANY_SiO2_Franta_0.3_1.1um,SiO2_SiO2_Franta;SiO2_Franta
SiO2_SiO2_Franta-25C,VISNIR_ANY_SiO2_Franta-25C_0.3_1.1um,UNIQUE,middle_exact:SiO2_Franta-25C,1,VISNIR_ANY_SiO2_Franta-25C_0.3_1.1um,SiO2_SiO2_Franta-25C;SiO2_Franta-25C
SiO2_SiO2_Franta-300C,VISNIR_ANY_SiO2_Franta-300C_0.3_1.1um,UNIQUE,middle_exact:SiO2_Franta-300C,1,VISNIR_ANY_SiO2_Franta-300C_0.3_1.1um,SiO2_SiO2_Franta-300C;SiO2_Franta-300C
SiO2_SiO2_Gao,VISNIR_ANY_SiO2_Gao_0.3_1.1um,UNIQUE,middle_exact:SiO2_Gao,1,VISNIR_ANY_SiO2_Gao_0.3_1.1um,SiO2_SiO2_Gao;SiO2_Gao
SiO2_SiO2_Lemarchand,VISNIR_ANY_SiO2_Lemarchand_0.3_1.1um,UNIQUE,middle_exact:SiO2_Lemarchand,1,VISNIR_ANY_SiO2_Lemarchand_0.3_1.1um,SiO2_SiO2_Lemarchand;SiO2_Lemarchand
SiO2_SiO2_Rodriguez-de_Marcos,VISNIR_ANY_SiO2_Rodriguez-de_Marcos_0.3_1.1um,UNIQUE,middle_exact:SiO2_Rodriguez-de_Marcos,1,VISNIR_ANY_SiO2_Rodriguez-de_Marcos_0.3_1.1um,SiO2_SiO2_Rodriguez-de_Marcos;SiO2_Rodriguez-de_Marcos
Si_Si_Aspnes,VISNIR_ANY_Si_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:Si_Aspnes,1,VISNIR_ANY_Si_Aspnes_0.3_0.8266um,Si_Si_Aspnes;Si_Aspnes
Si_Si_Franta,VISNIR_ANY_Si_Franta_0.3_1.1um,UNIQUE,middle_exact:Si_Franta,1,VISNIR_ANY_Si_Franta_0.3_1.1um,Si_Si_Franta;Si_Franta
Si_Si_Franta-100K,VISNIR_ANY_Si_Franta-100K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-100K,1,VISNIR_ANY_Si_Franta-100K_0.3_1.1um,Si_Si_Franta-100K;Si_Franta-100K
Si_Si_Franta-10K,VISNIR_ANY_Si_Franta-10K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-10K,1,VISNIR_ANY_Si_Franta-10K_0.3_1.1um,Si_Si_Franta-10K;Si_Franta-10K
Si_Si_Franta-150K,VISNIR_ANY_Si_Franta-150K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-150K,1,VISNIR_ANY_Si_Franta-150K_0.3_1.1um,Si_Si_Franta-150K;Si_Franta-150K
Si_Si_Franta-200K,VISNIR_ANY_Si_Franta-200K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-200K,1,VISNIR_ANY_Si_Franta-200K_0.3_1.1um,Si_Si_Franta-200K;Si_Franta-200K
Si_Si_Franta-20C,VISNIR_ANY_Si_Franta-20C_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-20C,1,VISNIR_ANY_Si_Franta-20C_0.3_1.1um,Si_Si_Franta-20C;Si_Franta-20C
Si_Si_Franta-250K,VISNIR_ANY_Si_Franta-250K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-250K,1,VISNIR_ANY_Si_Franta-250K_0.3_1.1um,Si_Si_Franta-250K;Si_Franta-250K
Si_Si_Franta-25C,VISNIR_ANY_Si_Franta-25C_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-25C,1,VISNIR_ANY_Si_Franta-25C_0.3_1.1um,Si_Si_Franta-25C;Si_Franta-25C
Si_Si_Franta-300K,VISNIR_ANY_Si_Franta-300K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-300K,1,VISNIR_ANY_Si_Franta-300K_0.3_1.1um,Si_Si_Franta-300K;Si_Franta-300K
Si_Si_Franta-350K,VISNIR_ANY_Si_Franta-350K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-350K,1,VISNIR_ANY_Si_Franta-350K_0.3_1.1um,Si_Si_Franta-350K;Si_Franta-350K
Si_Si_Franta-400K,VISNIR_ANY_Si_Franta-400K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-400K,1,VISNIR_ANY_Si_Franta-400K_0.3_1.1um,Si_Si_Franta-400K;Si_Franta-400K
Si_Si_Franta-450K,VISNIR_ANY_Si_Franta-450K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-450K,1,VISNIR_ANY_Si_Franta-450K_0.3_1.1um,Si_Si_Franta-450K;Si_Franta-450K
Si_Si_Franta-500K,VISNIR_ANY_Si_Franta-500K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-500K,1,VISNIR_ANY_Si_Franta-500K_0.3_1.1um,Si_Si_Franta-500K;Si_Franta-500K
Si_Si_Franta-50K,VISNIR_ANY_Si_Franta-50K_0.3_1.1um,UNIQUE,middle_exact:Si_Franta-50K,1,VISNIR_ANY_Si_Franta-50K_0.3_1.1um,Si_Si_Franta-50K;Si_Franta-50K
Si_Si_Green-1995,VISNIR_ANY_Si_Green-1995_0.3_1.1um,UNIQUE,middle_exact:Si_Green-1995,1,VISNIR_ANY_Si_Green-1995_0.3_1.1um,Si_Si_Green-1995;Si_Green-1995
Si_Si_Green-2008,VISNIR_ANY_Si_Green-2008_0.3_1.1um,UNIQUE,middle_exact:Si_Green-2008,1,VISNIR_ANY_Si_Green-2008_0.3_1.1um,Si_Si_Green-2008;Si_Green-2008
Si_Si_Jellison,VISNIR_ANY_Si_Jellison_0.3_0.84um,UNIQUE,middle_exact:Si_Jellison,1,VISNIR_ANY_Si_Jellison_0.3_0.84um,Si_Si_Jellison;Si_Jellison
Si_Si_Karaman-120C,VISNIR_ANY_Si_Karaman-120C_0.3_1.1um,UNIQUE,middle_exact:Si_Karaman-120C,1,VISNIR_ANY_Si_Karaman-120C_0.3_1.1um,Si_Si_Karaman-120C;Si_Karaman-120C
Si_Si_Karaman-170C,VISNIR_ANY_Si_Karaman-170C_0.3_1.1um,UNIQUE,middle_exact:Si_Karaman-170C,1,VISNIR_ANY_Si_Karaman-170C_0.3_1.1um,Si_Si_Karaman-170C;Si_Karaman-170C
Si_Si_Karaman-20C,VISNIR_ANY_Si_Karaman-20C_0.3_1.1um,UNIQUE,middle_exact:Si_Karaman-20C,1,VISNIR_ANY_Si_Karaman-20C_0.3_1.1um,Si_Si_Karaman-20C;Si_Karaman-20C
Si_Si_Karaman-220C,VISNIR_ANY_Si_Karaman-220C_0.3_1.1um,UNIQUE,middle_exact:Si_Karaman-220C,1,VISNIR_ANY_Si_Karaman-220C_0.3_1.1um,Si_Si_Karaman-220C;Si_Karaman-220C
Si_Si_Karaman-70C,VISNIR_ANY_Si_Karaman-70C_0.3_1.1um,UNIQUE,middle_exact:Si_Karaman-70C,1,VISNIR_ANY_Si_Karaman-70C_0.3_1.1um,Si_Si_Karaman-70C;Si_Karaman-70C
Si_Si_Pierce,VISNIR_ANY_Si_Pierce_0.3_1.1um,UNIQUE,middle_exact:Si_Pierce,1,VISNIR_ANY_Si_Pierce_0.3_1.1um,Si_Si_Pierce;Si_Pierce
Si_Si_Schinke,VISNIR_ANY_Si_Schinke_0.3_1.1um,UNIQUE,middle_exact:Si_Schinke,1,VISNIR_ANY_Si_Schinke_0.3_1.1um,Si_Si_Schinke;Si_Schinke
Si_Si_Sik-250C,VISNIR_ANY_Si_Sik-250C_0.3_0.6199um,UNIQUE,middle_exact:Si_Sik-250C,1,VISNIR_ANY_Si_Sik-250C_0.3_0.6199um,Si_Si_Sik-250C;Si_Sik-250C
Si_Si_Sik-25C,VISNIR_ANY_Si_Sik-25C_0.3_0.6199um,UNIQUE,middle_exact:Si_Sik-25C,1,VISNIR_ANY_Si_Sik-25C_0.3_0.6199um,Si_Si_Sik-25C;Si_Sik-25C
Si_Si_Sik-500C,VISNIR_ANY_Si_Sik-500C_0.3_0.6199um,UNIQUE,middle_exact:Si_Sik-500C,1,VISNIR_ANY_Si_Sik-500C_0.3_0.6199um,Si_Si_Sik-500C;Si_Sik-500C
Si_Si_Sik-700C,VISNIR_ANY_Si_Sik-700C_0.3_0.6199um,UNIQUE,middle_exact:Si_Sik-700C,1,VISNIR_ANY_Si_Sik-700C_0.3_0.6199um,Si_Si_Sik-700C;Si_Sik-700C
Si_Si_Sik-850C,VISNIR_ANY_Si_Sik-850C_0.3_0.6199um,UNIQUE,middle_exact:Si_Sik-850C,1,VISNIR_ANY_Si_Sik-850C_0.3_0.6199um,Si_Si_Sik-850C;Si_Sik-850C
Si_Si_Vuye-100C,VISNIR_ANY_Si_Vuye-100C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-100C,1,VISNIR_ANY_Si_Vuye-100C_0.3_0.8266um,Si_Si_Vuye-100C;Si_Vuye-100C
Si_Si_Vuye-150C,VISNIR_ANY_Si_Vuye-150C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-150C,1,VISNIR_ANY_Si_Vuye-150C_0.3_0.8266um,Si_Si_Vuye-150C;Si_Vuye-150C
Si_Si_Vuye-200C,VISNIR_ANY_Si_Vuye-200C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-200C,1,VISNIR_ANY_Si_Vuye-200C_0.3_0.8266um,Si_Si_Vuye-200C;Si_Vuye-200C
Si_Si_Vuye-20C,VISNIR_ANY_Si_Vuye-20C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-20C,1,VISNIR_ANY_Si_Vuye-20C_0.3_0.8266um,Si_Si_Vuye-20C;Si_Vuye-20C
Si_Si_Vuye-250C,VISNIR_ANY_Si_Vuye-250C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-250C,1,VISNIR_ANY_Si_Vuye-250C_0.3_0.8266um,Si_Si_Vuye-250C;Si_Vuye-250C
Si_Si_Vuye-300C,VISNIR_ANY_Si_Vuye-300C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-300C,1,VISNIR_ANY_Si_Vuye-300C_0.3_0.8266um,Si_Si_Vuye-300C;Si_Vuye-300C
Si_Si_Vuye-350C,VISNIR_ANY_Si_Vuye-350C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-350C,1,VISNIR_ANY_Si_Vuye-350C_0.3_0.8266um,Si_Si_Vuye-350C;Si_Vuye-350C
Si_Si_Vuye-400C,VISNIR_ANY_Si_Vuye-400C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-400C,1,VISNIR_ANY_Si_Vuye-400C_0.3_0.8266um,Si_Si_Vuye-400C;Si_Vuye-400C
Si_Si_Vuye-450C,VISNIR_ANY_Si_Vuye-450C_0.3_0.8266um,UNIQUE,middle_exact:Si_Vuye-450C,1,VISNIR_ANY_Si_Vuye-450C_0.3_0.8266um,Si_Si_Vuye-450C;Si_Vuye-450C
Si_Si_Wang-25C,VISNIR_ANY_Si_Wang-25C_0.4_1.1um,UNIQUE,middle_exact:Si_Wang-25C,1,VISNIR_ANY_Si_Wang-25C_0.4_1.1um,Si_Si_Wang-25C;Si_Wang-25C
Si_Si_Wang-35C,VISNIR_ANY_Si_Wang-35C_0.4_1.1um,UNIQUE,middle_exact:Si_Wang-35C,1,VISNIR_ANY_Si_Wang-35C_0.4_1.1um,Si_Si_Wang-35C;Si_Wang-35C
Si_Si_Wang-45C,VISNIR_ANY_Si_Wang-45C_0.4_1.1um,UNIQUE,middle_exact:Si_Wang-45C,1,VISNIR_ANY_Si_Wang-45C_0.4_1.1um,Si_Si_Wang-45C;Si_Wang-45C
Si_Si_Wang-55C,VISNIR_ANY_Si_Wang-55C_0.4_1.1um,UNIQUE,middle_exact:Si_Wang-55C,1,VISNIR_ANY_Si_Wang-55C_0.4_1.1um,Si_Si_Wang-55C;Si_Wang-55C
Si_Si_Wang-65C,VISNIR_ANY_Si_Wang-65C_0.4_1.1um,UNIQUE,middle_exact:Si_Wang-65C,1,VISNIR_ANY_Si_Wang-65C_0.4_1.1um,Si_Si_Wang-65C;Si_Wang-65C
Ta2O5_Ta2O5_Bright-amorphous,VISNIR_ANY_Ta2O5_Bright-amorphous_0.5_1.1um,UNIQUE,middle_exact:Ta2O5_Bright-amorphous,1,VISNIR_ANY_Ta2O5_Bright-amorphous_0.5_1.1um,Ta2O5_Ta2O5_Bright-amorphous;Ta2O5_Bright-amorphous
Ta2O5_Ta2O5_Bright-nanocrystalline,VISNIR_ANY_Ta2O5_Bright-nanocrystalline_0.5_1.1um,UNIQUE,middle_exact:Ta2O5_Bright-nanocrystalline,1,VISNIR_ANY_Ta2O5_Bright-nanocrystalline_0.5_1.1um,Ta2O5_Ta2O5_Bright-nanocrystalline;Ta2O5_Bright-nanocrystalline
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-12-25_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-3.28-12-25,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-12-25_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25;Ta2O5_Cheikh-amorphous-3.28-12-25
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-16-25_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-3.28-16-25,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-16-25_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25;Ta2O5_Cheikh-amorphous-3.28-16-25
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-4-25_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-3.28-4-25,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-4-25_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25;Ta2O5_Cheikh-amorphous-3.28-4-25
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-8-25_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-3.28-8-25,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-8-25_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25;Ta2O5_Cheikh-amorphous-3.28-8-25
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-8-450_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-3.28-8-450,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-8-450_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450;Ta2O5_Cheikh-amorphous-3.28-8-450
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-8-550_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-3.28-8-550,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-3.28-8-550_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550;Ta2O5_Cheikh-amorphous-3.28-8-550
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,VISNIR_ANY_Ta2O5_Cheikh-amorphous-4.38-12-25_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-4.38-12-25,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-4.38-12-25_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25;Ta2O5_Cheikh-amorphous-4.38-12-25
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,VISNIR_ANY_Ta2O5_Cheikh-amorphous-5.48-12-25_0.3_1.1um,UNIQUE,middle_exact:Ta2O5_Cheikh-amorphous-5.48-12-25,1,VISNIR_ANY_Ta2O5_Cheikh-amorphous-5.48-12-25_0.3_1.1um,Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25;Ta2O5_Cheikh-amorphous-5.48-12-25
